"_id","joke","cat","nid"
"8urRM8UH1c","- Генко, да наминем към вас? - На кафе? - На климатик!...","Генко",15627
"8R-zvoQycw","Две блондинки си говорят на летището: - Марче, тия самолети как ги отвличат? Виж ги какви са големи! - О, ти си много глупава! Не знаеш ли, че като излетят, стават малки.","Блондинки",37209
"8qnow28jKX","Кандидат-депутат се обажда на жена си след изборите:  - Можеш да ме поздравиш, избраха ме!  - Не може да бъде, да не ме лъжеш?  - За какво да лъжа вече - нали ти казвам, вече ме избраха!","Жени",25049
"8P6k-CJjSy","Влиза жена в кабинета за преглед и гледа - двама доктори нещо се съвещават. Без излишни разговори тя се съблича, сяда на гинекологическия стол и казва, че е готова. Те се обръщат, поглеждат я продължително, след това се отвръщат и пак започват да си говорят. Жената търпеливо чака, накрая не издържа и ги пита: - Е, господа доктори, какво ми има? Те я поглеждат в недоумение: - Ние сме бояджии - бъркаме си боята тука...","Лекари",42914
"8OrCw1pPGtV","Мъж се пече на нудистикия плаж, но за да предпази от силното слънце, е сложил шапка върху органа си. Минава наблизо една жена и ехидно казва: - Ако бяхте истински джентълмен, щяхте да си вдигнете шапката в присъствието на дама. - Ако вие бяхте истинска лейди, шапката сама щеше да се вдигне!","Жени",20293
"8OIGuqXLNs","- Не ме бави, бързам към доктора, че нещо не ми харесва жена ми. - Чакай, идвам с теб. Моята също не мога да я търпя.","Доктори",14361
"8mDtwopTRt","Иванчо пита баща си:   - Тате, тате, какво беше това, което падна снощи във вашата спалня и където мама каза, че и Господ не може да го вдигне?","Иванчо",36700
"8lt_-IYW6aM","Шеф към кандидат за работа: - В началото ще Ви плащаме по 120 лева на месец, а по-нататък повече. - Ами ще дойда тогава по-нататък.","Професии",42135
"8kFUzN0CocL","Бащата, сърдито: - Иванчо! Обясни ми, защо по всички предмети, освен по география, двойки?! Иванчо: - По география още не са ме изпитвали...","Иванчо",35736
"8haf4n0yIc","Жена наблюдава пълния си мъж, който е стъпил на домашния кантар и с ръце притиска корема си навътре. И му казва ехидно: - Това няма да ти помогне да станеш по-лек! - Ще ми помогне поне да видя цифрите!","Жени",25599
"8GuPNQSw1FI","Млада жена казва на мъжа си:   - Скъпи, изял си първата мусака, която съм приготвила в живота си. Утре ще направя пак. Хареса ли ти? Кажи ми! Моля! Кажи каквото и да е! Поне една дума! Поне дай признак на живот!","Жени",24733
"8guC_iCw04V","Възрастна жена е на гинеколог. След прегледа тя го пита: - Кажете ми, Вашата майка знае ли тук с какво се занимавате по цял ден...","Гинеколози",15749
"8gqysmpXHhT","Две приятелки: - Вярно ли е, че роднините на твоя любим те мразят? - Вярно е. Жена му е готова с голи ръце да ме удуши...","Жени",19734
"8Fl0E1qeewW","- Кое е общото между късогледия гинеколог и здравото куче? - Мокрия нос!","Гинеколози",15715
"8fc0d3366f24f405cea00a282cb4d1c7","Срещат се двама приятели: - Здрасти, Пешо, що си такъв тъжен? - Жената ме нарече дърто магаре! - Е, голяма работа, не си толкова стар.","Семейни",78039
"8faf627fe2fbd5c24c628c0ade0ace89","Габровец пита малкия си син: - Помниш ли, сине, какво ти подари Дядо Коледа точно преди една година? - Да, тате! Един бонбон! Не виждаш ли, че аз още го смуча? - Дай, сине, да му махна целофана.","Габровски",78025
"8ee2684d97e3d2d4d71b6a652b15c24e","Обажда се един шеф в офиса си: - Някой тъпанар да се е обаждал? - Не, Вие сте първия.","Разни",77844
"8ed96560e990d8a1e7b5811fa3fb8815","Ватикана. Наши дни. Всеки ден за прием при Папата идват двама евреи. На въпроса по каква работа отговарят ""По лична работа"". Не ги пускат,и така минава точно година. Накрая се наложи да кажат на Папата за странните посетители. Той се разпоредил да ги пуснат за аудиенция при него. Влизат те при Папата. - Здравейте. - Здравейте. - Вие ли сте Папата? - Аз съм. Единия евреин изважда от джоба си някакъв лист: - Някой от тези хора познавате ли? Папата гледа листа - репродукция на ""Тайната вечеря"". - Разбира се. Това са от нашите Светци. Апостоп Петър, Апостил Павел...Ето -и Исус.. Да, знам ги всички... Другия евреин изважда от джоба някаква хартия: - При мен остана от моите предци сметката. Тогава те за вечерята не са платили...","Разни",77836
"8ed57733d4a473ed9e4746afc21675c9","От писмо: ""Е, ще свършвам, че ми се измори ръката...""","Разни",77776
"8ea98ae68475ce3ef064c9db952dd557","Беден и самотен евреин, живеещ на квартира със сляпата си майка, в ежедневните си молитви моли Господ да подобри живота му. Накрая Бог решил да удовлетвори молитвите му, но като изпълни едно-единствено желание. Евреинът казал: - Благодаря, Господи! Моето единствено желание е моята майка да види как жена ми окачва на шията на дъщеря ми двадесет милионна огърлица в моя 600 ""Мерседес"", паркиран край басейна до моята къща в Бевърли Хилс! Бог си помислил: - Брей! Още много имам да се уча от тези евреи!","Професионални",77800
"8e5989a5f277381f71faa54733bdd4ca","На вечеря във висшето общество на поручик Ржевски се паднало да разказва за птиците. - Е какво, може и за птиците. Ето например, хипопотамът има ей такъв задник и представете си - нито едно перо!","Поручик Ржевски",77729
"8e53bb493e10908b19f826f79b0b8227","- Келнер, искате ли да продавате два пъти повече бира? - Разбира се, господине, но как? - Като пълните чашите!","Пиянски",77720
"8E3kFMqwvx","В съда: - Какво ви подтикна да ударите жена си? - Тя беше с гръб към мене, точилката ми беше под ръка и можех да избягам. Бях длъжен да опитам!","Жени",19417
"8e2182434b697441b1ea8aeead475ce6","Влезнал си вкъщи в тоалетната един мъж и звъннал от GSM-а на домашния си телефон, жена му вдигнала: - Ало! - Мила, обичам те... И бързо затворил и излезнал от тоалетната и попитал жена си: - Скъпа, кой звън? А жена му: - Аааа..една приятелка, искаше нещо да ме пита!","Мръсни",77674
"8e18c552f4c255c014319d0201daec47","Генко ми разказа: ""Купих мандарини от супермаркета. Прибрах се вкъщи, а се оказа, че от около 15 бройки, 5 са с плесен. Грабвам ги обратно, касовата бележка в ръка и отивам да се карам. Почнах с касиерката, после някакъв мениджър дойде. Не, нямало да се извинят, нямало да ги сменят. Били си съвсем прилични мандарините. Тогава му казвам:""Хубаво, щом са прилични, изяжте ги, ама без да се мръщите. Ако ги изядете без да се мръщите, си тръгвам веднага, без претенции"". Той се съгласи. Изяжда две и вика - това е, толкова е дневната доза. А аз му обяснявам - каква дневна доза, яж ги всичките. Изяде и петте плесенясали мандарини, а се вижда, че му е гадно, но яде! - Юнак! А сега повикай управителя! Идва управителя: - Дайте ми нови мандарини, че вашият служител изяде моите! Трябваше да му видите погледа само, но той си го заслужи!""","Разни",77668
"8ddbe12a2ff0528599b19df81f84528d","Катаджия спира автомобил. - Превишихте скоростта. - Ама как, няма такова нещо! - Освен това задминахте на непрекъсната линия и мигачът ви не работеше, а вие бяхте без колан и говорехте по мобилния си телефон. - Не съм задминавал! - Ако още веднъж ми възразите, ще минете на червено и стреляйки, ще започнете да бягате от контролния орган!","Полицаи",77614
"8d6ffa5e71e4c64573243af8254cd75c","Засилва се мъж с букет в ръце при жена си и вика: - Жена, честити 70 години от нашата сватба! Жената: - Абе ти луд ли си, едва 10 години са минали! Мъжът: - Е да, ама след първата брачна нощ моите са кучешки!","Семейни",77501
"8d68fe3bfd92943af923cb19fbad9e46","Надпис на кутия цигари: ""Министерството на здравеопазването предупреждава: Всяка неизпушена цигара удължава работния ден с 8 минути.""","Разни",77498
"8cfa9fb37b8a79cff3ab50f0e4459fc7","От писмо до списание: ""Моята жена има 7 любовника, а аз още живея с нея! Не ми променяйте името - нека всички читатели да разберат, какъв идиот съм!""","Семейни",77396
"8cc905ca2011572112a22be08ffb2238","Тъщата се кара със зет си: - Защо разправяш на децата такива приказки, дето все завършват с ""и те се оженили, и живели спокойно и щастливо до края на живота си, защото момичето било сираче""?","Тъщи",77338
"8c8baed36f91341c5f0e360ae7d9ce7e","В ресторанта. Жена към мъжа си, възмутено: - Видях те, че като се връщаше от тоалетната щипеше по дупетата всички келнерки! Мъжа: - Ти пък, скъпа, просто си избърсвах ръцете.","Мръсни",77282
"8c61d8bdc80784c0ef12765a30475708","Как реагира жена ти, когато толкова често закъсняваш? - В началото поглеждаше часовника си, а напоследък само се обръща към календара.","Семейни",77234
"8c575880b6e05bafaf3c3beb3fa57476","Жена иска развод. Съдията: - Причина за искането за развода? - Кара ме да ям всичко, което сготвя...","Разни",77217
"8c5196046e5d348cd2d846b886cb3f32","- Докторе, реших да стана вегетарианец. - Но защо? - В плод-зеленчука все още ми дават на кредит, но в месарския вече е изключено!","Разни",77209
"8c22076627cffe400154d6aae2485d3c","Седи си бай Иван и гледа новогодишната програма. Гледа старите смешни предавания отпреди години, гледа после Комиците, гледа разни скечове... Накрая гледа новогодишното обръщение на президента, където държавният глава разказва колко много е постигнато през изминатата година и колко още повече ще се постигне следващата. - Този затуй излиза последен: за да ме разсмее най-много от всичките досега - мрачно заключи бай Иван и гаврътна чашката с ракия.","Политически",77163
"8b7WehGppbC","- Скъпи, а вярно ли е, че цвета на косата влияе на мозъка? - Не, скъпа, по скоро мозъкът влияе на цвета на косата.","Блондинки",37183
"8b719b0d73b214224d7da980b7b1e2f1","В навечерието на 8-ми март Генко се пазари. - По колко са розите? - Двадесет лева за букет от 5 рози. - А някакво намаление да направите? - Ок, двадесет лева за 6 рози.","Разни",76993
"8b390bbdcf23072839b463b225ce6601","- Келнер, защо цветята във вазата са изкуствени? - Защото сме вегетариански ресторант и преди като слагахме истински, клиентите ги мислеха за предястие.","В ресторанта",76934
"8Axld04bdrS","На врата се звъни, момченце отваря и вижда полицай.  - Татко ти вкъщи ли е?  - Не.  - А майка ти?  - Тя също се скри.","Полицаи",39546
"8aUpQWVUzdS","Отива жабокът на гледачка и я пита за любовния си живот, а тя му казва: - Ще срещнеш много хубава жена, която ще иска да те опознае и отвътре. - Вярно ли?! Кога? - Догодина, в часа по биология.","Истории",37086
"8aaf86374ba6dbb748652303b18d23c6","Изпитват по математика един първокласник, син на програмист: - Колко е 1+1? - 10, госпожо.","Програмисти",76819
"8aaaacf84f1c80d062335823e83261a2","В пътнически самолет някъде по средата на полета стюардесата съобщава:  - Уважаеми пътници, моля седнете на местата си и закопчайте коланите!  Всички много притеснени се подчиняват. Командирът на самолета става от своето място мърморейки:  - Уф! Най-после тоалетната е свободна!","Разни",76812
"89rMIct3I2B","Попитали Радио Ереван: - Какво е общото между България сега и по времето на комунизма? - И тогава хората бягаха в чужбина, и сега бягат!","Разни",36604
"89d55b3b7b23bed013fad96ca63506eb","Министрите в оставка Кабил и Калчев отговарят на журналистически въпроси: - Г-да, ще има ли във вторник нови министри на земеделието и държавната администрация? - Ако ни изберат ще има - отговаря Кабил. - А ако не мине проекто-кабинетът? - Тогава ще си останат старите - обобщава Калчев.","Политически",76636
"89c7f9eb0b1d8e2cbfd11b09e58b4ffd","- Говорят, че сте се оженили за много умна и красива жена? - И кой го казва това? - Жена ви.","Семейни",75209
"89b9df534a8309b059d717304171a98e","Фермер работи на полето, когато при него идва застраховатален агент. Предприемчивият младеж се хванал усилено да помага товаренето на тежки бали със слама на едно ремарке, като непрекъснато рекламирал преимуществата на застраховането. Когато ремаркето било напълно натоварено, застрахователният агент попитал фермера: - Готов ли сте да стане притежател на застрахователна полица? - Не, - чистосърдечно си признава фермера, - но бихме могли да продължим нашата беседа.","Професионални",76610
"8980e32b771f08a9a410d43b9819533f","Две мутри се срещат на улицата и си приказват за най-различни неща. По едно време единият пита: - Абе, брато, ти знаеш ли, какво е това френска любов? - Знам бе! Лижеш там където се пишка! - Аха! Това го знам, ама не знам кое, пластмасовото или порцелановото, бе?","Борци",76568
"894ff9254771b89c5ef3afa9b582bab9","Мъж отива при ясновидка и пита: - Вие ясновидка ли сте? - Да! - А как ще докажете? - Ами това, че сте глупак го виждам много ясно!","Професионални",76528
"893d06df14a59ebe75900d816216923c","Католически свещеник говори с колега: - Дали ще дойде време, когато и ние ще може да се женим? - Няма да го доживеем това време, но нашите деца ще могат.","Разни",76514
"8939fb26b2842a7fd5fdbbbb2e3ed077","Разговор между шофьор и стопаджийка:  - За къде пътувате?  - За Варна.  - Скоро не съм возил бременна жена за Варна.  - Но господине, аз не съм бременна!  - А, до Варна има време!","Семейни",76510
"89208d911d0fb5fc533b82f8c12bdb66","Седи един евреин и плаче. Идва при него един и го пита: - Защо плачеш? - Купих си два билета от лотарията и спечелих кола. - Тогава защо плачеш? - Втория билет защо купих?!","Разни",76496
"89048b8da828b35cd9edc0d25f298c34","Върви си Марийка видимо в лошо настроение. Срещна я Иванчо:  -Как си, Марийке?   -Зле, Иванчо, много съм разстроена!   -Да ти чукна две яйца да се застроиш?","Иванчо и Марийка",76473
"88cd7298a95e269eab4ba49b76261086","- Докторе, жена ми ме праща при вас. Не и харесва, че свършвам преди нея. - Колко преди нея? - Поне половин час. - Господи, какво правите през това време? - Прибирам се вкъщи.","Мръсни",76404
"88c7fc4cab246162ea82a27c81baff6c","Шеф пита секретарката си: - А английски знаете ли? - Да, разбира се. Написала съм го в CV-то си. - ?! - Следващата графа след гръдната обиколка. - А-а! Аз само дотам го четох!","Разни",76399
"880593be230c9567ac828c78600341bb","Служител в зоопарк стои пред разтворената паст на огромен крокодил и се вглежда вътре. - Какво му е? - пита минаващ наблизо посетител. - Засега не знам. Докторът не се показва вече половин час","Животни",76232
"87e5fbef7e4155ab5dc1ed35cf2708c6","(разговор между две цветя) - Обичаш ли ме? - Да! - Боже, къде са тези пчели...","Разни",76210
"87ddce57a902b3c813169e0181a9106e","Бригадир дава на подчинените си два бидона боя и задание да боядисат сградата. - Идвам да ви проверя на края на работния ден. На пичовете от бригадата им се пие, нямат пари, а работа и боя - колкото искаш. Решили да продадат боята и да изпият парите, но за да не ги хванат, намазват муцуната на близкостоящия кон с боя, а половин бидон продали и изпили. Бригадирът идва да провери. - Мдаааа, а защо не сте боядисали всичко? - Не ни стигна боята. - Абе, аз ви оставих и за утре да имате!... - Конят я изпи! - Какъв кон? - Ей оня с изцапаната в боя муцуна! - А, този ли! Още не е умрял, гадината! Миналата седмица изяде два палета с тухли и нищо му няма.","Професионални",76200
"87ca307b9643677b20ddb70d64ca8817","Прибира се Генко вкъщи след зъболекар, жена му го пита: - Още колко време не трябва да ядеш? Генко си погледнал празния портфейл и казал: - Най-малко още две седмици!","Лекари",76101
"87bee4482d492aff91a4e3e66499b080","Писмо от блондинка до дядо Мраз: ""Скъпи дядо Мраз, на мен нищо не ми трябва, стига приятелките ми нищо да не получат.""","Блондинки",76168
"8762771577eb30456e385bc79f076da1","- Съседке, вярно ли, че морковите много помагали, когато на една жена мъжът й е импотентен? - И бананите помагат, ама най-хубаво си е краставицата!","Мръсни",76086
"8761a48c48868b0dcaf2af1a9fd216d8","- Шерлок Холмс, с вашия талант можеше отдавна да сте вкарали зад решетките всички лондонски престъпници? Защо досега не сте го направили? - Елементарно, Уотсън! Ако го направя, то от кой ще си купувам опиум за любимата лула?","Разни",76085
"87615d288ef66e83c296da647de62785","Наташа Ростова: - Ржевски, отнасяйте се с хората, така както вие искате хората да се отнасят с вас... Поручик Ржевски : - Какво ще рече това, Наташка, на всички да им правя свирки ли?","Мръсни",76084
"87595025c7d27ec6c7be0c5fee0d3721","Генко е при доктора: - Докторе, лъжа и не се изчервявам! - Не се безпокойте, това е само израз. - Слава Богу! Мислех да не е малокръвие.","Лекари",76076
"86f90216da30ef8333a356b9d216dbfc","- Докторе, болен съм, имам температура, боли ме гърлото, кашлям, обща слабост. Това свински грип ли е? - Анализите, уважаеми, показват, че имате обикновена атипична пневмония, а за нея вече фармацевтите и медиците си получиха своя дял, впрочем както и за птичия грип. Затова, кихайте на воля и пийте чай с лимон. Вие на практика сте здрав! Следващия!","Лекари",75997
"86ef21ccdae453dbd5d579639e112938","Един мъж се хвали пред колеги в работата си: - Моята жена ми казва, че съм най-добрия в леглото. А колегите: - А с кой те сравнява?","Мръсни",75989
"86df0ce3c61158ce42362ead8f2b1123","Час по математика. Контролно. Учителката: - Пишете! Семейство - учител и учителка със заплати 240лв и 270лв, с две деца - на пет и девет години. Направете уравнение, при което с тези пари живеят нормално. След малко някой по-смел се обажда: - Госпожо, ама не може да се реши задачата!? - Не ме интересува, пиша на всички ви двойки, нищо, че вие не сте виновни...","Професионални",75968
"86b965fbd5a3e9ee963ef85f42804b7b","Мъж пита жена си: - Защо не ми казваш, като имаш оргазъм? - Нали не искаше да ти се обаждам, докато си на работа?","Мръсни",75929
"85c511041f05bba3a824414b249bc472","Събрали се евреите на племенен съвет да обсъждат защо другите нации не ги обичат и как да направят така, че да ги заобичат. Мислили, мислили и накрая Моше казал:  - Явно е от това, че не пием. Я другата седмица на племенния съвет всички да носят по една бутилка водка - изсипваме ги тук в една купа в средата на масата и с черпака поред на всички... докато се научим да пием и да ни приемат останалите! Да ама, прибрал се Арон вкъщи и мисли: Абе, то сега бутилка водка - много пари, пък и като всичките ще носят аз може ли да занеса вода в шише от водка, никой няма да познае в общата купа. Речено - сторено.  Събрал се съвета на следващата седмица, изсипали всичките водки в купата, Моше разбъркал с черпака, напълнил го, сръбнал си и казал: - Дааа, ето за това няма да ни обичат!","Разни",75721
"85b933b2a575030819d48d6f203ff25f","Две блондинки отишли на обяд в ресторант. Едната си поръчала бутилка водка, а другата - пица. По едно време първата казала: - Муцка, колко ли водка изпих? Друга продължила: - О, скъпа, а колко пица изядох аз? В този момента минала сервитьорката, която също била блондинка, и си помислила: ""Колко ли им е сметката на тия двете?""","Блондинки",75711
"84f9d43344a16af45fa363a02f4feaf2","В бара седи пиян, като гъз, американски пилот. Физиономията му цялата синя. Хлипайки, казва: - Сто бойни полета в Ирак. Още толкова в Афганистан. Две бомбардировки в Либия. И всичко това без драскотинка. А тук идвам до Русия за авиошоу и на кацането на тяхното неравно летище...Бам! Лицето в щурвала!","Професионални",75552
"8474071b9915d6f142dabf0245338642","Седи си на пътя котенце. Минава крава и му казва: - Я, какво си мъничко, пък вече с мустаци. Котенцето отговорило: - А ти каква си голяма, пък си без сутиен.","Животни",75389
"84357275f6b9ffe25870c87c6f835aaa","Влиза мъж в бара и си поръчва бутилка водка. Иска сметката. Барманът му казва: - 27 лева. Мъжът вади от джоба си 27 лева на монети по 1 лев и ги мята през бара. Барманът пребледнял, но без да каже нищо събрал парите. На следващия ден пак идва същият мъж и си поръчва бутилка водка. При плащането барманът пак поискал 27 лева. Мъжът слага на бара 50-левова банкнота. ""Ей сега ще ти го върна тъпкано!"" - мисли си барманът. Извадил 23 монети по един лев, и ги мята в залата. Монетите се разлетяват по всички краища. Мъжът се замислил за секунда, след което извадил 4 монети и ги подал на бармана: - Още една бутилка водка!","Разни",75338
"83f983708a904aabb517d025737a1810","Кръчма. По масите табелки: ""Държавна администрация"", ""Общинска администрация"", ""Милиция"", ""Съд"", ""Прокуратура"" и т.н. и т.н. Но най-интерсна е масата с табелка ""Народно събрание"". Мъртво пияните индивиди на нея се сменят от време на време, но все познати мутри... На 4 години си решават кой да черпи. Вятър работа... пият и не плащат. След 23 години кръчмарят най-после реши, че е време да ги изгони. А дали да не затвори направо кръчмата?  България 2013","Други",75296
"83ed09d1afb157fb857a1207ff985e0c","При зъболекаря: - Извинете, извадил съм не този зъб, който трябва. Сега ще извадя болния. - Слава Богу, че не сте очен лекар!!!","Професионални",75282
"83a485efa25ad8655c5b9954885bc37e","Тича малкия Иванчо при баща си: - Тате! Тате! Баба ме ухапа! Бащата, без да вдига погледа от вестника: - Като си глупав, колко пъти ти казах да не си пъхаш ръката в клетката?","Черен хумор",75199
"8371cd7fde54959fa6afe15bdecc4ae2","Върви си една блондинка по тротоара и изведнъж пада в една отворена шахта. Опитала се да излезе първи път - не става. Опитала втори път - пак не става... и накрая си казала: - Ще опитам още един път и ако не успея ще си тръгвам.","Блондинки",75169
"834b33c6055d63d84340281cedc3c801","Студент се оплаква след изпит:  - Когато чета за изпит - все едно, че аз съм писал учебника! А когато се явя на изпит - все едно, че друг го е чел…","Студентски",75053
"831503f6c2c9e42b56c51bb45c94a52e","В гората бандити ограбили ловец. В полицията го питат: - Не можахте ли да се защитите по някакъв начин? - Какво можех да направя? - обидил се ловецът. - И двете ми ръце бяха заети - в едната държах нож, а в другата - пушка!","Професионални",75043
"83040a56bab5d8b2510c898455be5bbf","Власт като турлю-гювеч  Президента-комсомолец. Премиера-огнеборец. В МВРе-акъл пращи, във Финансите-мечти! Кражбите от село Мечка огледа -от важна клечка... Армия - без авиони, а в Куиловци-шпиони! Пенсии-клонят към нула, в инфлационна молекула, а строителства безчет, просто молят за начет! Екология?... Без думи! Виж Несебърските дюни! Икономиката ври, кипи, в министерските глави Веждьо ни дари култура:- чалгагаджийската халтура. Здравето - от Дедо Боже, Доска просто толкоз може... В просветата – позор: ученици пишат - зор! А науката във БАН, е кат нарцис препикан. Виж съдебната система, вечна на Европа тема, с обновено Ве Се Се, дето Право, не преде. Прокурора - той от наще... Хванат е по бели гащи със жена си във комбина, данъци-имот прикрива и изважда ги на сгледа, кат се съди със съседа.  Всичко е турлю-гювеч, всеки ще загуби реч, като гледа отстрани:-... Аз на теб, на мене ти!  А народът ни малее... Само Вожда да живее!!!","Бисери",75061
"8301572b6757b6ebdeacf47265158569","Петнадесет години подред един мъж ставал всяка сутрин да разхожда кучето. Но един ден кучето умряло. Мъжът се събудил, както обикновено в 6 часа, дълго лежал и се въртял и накрая събудил жена си: - Не искаш ли да излезеш с мен на разходка?","Черен хумор",75055
"82a86af2834de9e02bd1823e667e570b","- Вчера ме ухапа едно куче! - Да не е било бясно? - Не, нормално си беше, иначе щях ли да му дърпам опашката!","Разни",74986
"827d90c0b9cb926c68f2feeb3b384417","Психиатър към пациента: - Вие страдате от клептомания. - Докторе, ще ме излекувате ли? - Да. Като за начало ще Ви помоля да ми върнете писалката!","Разни",74951
"8268a842398a6c1e8c07ad8314b5638a","Шеф към своята секретарка: - Внимавайте как пишете! Старинно се пише с две ""н"". - Знам, шефе, но на пишещата ми машина има само едно ""н"".","Професионални",74932
"825fdd84c2ede1d84b9ff0f39f7da6a0","Учителка по биология пита децата какви искат да станат. Иванчо: - Искам да бъда хвойново дръвче! - Защо?! - Представете си какъв множествен оргазъм изпитва когато освобождава шишарките си от семената!","Ученически",74907
"8242123b9c86da5bd948740ef648568c","- Генко, какво правиш? - Готвя. - А какво готвиш? - Като почнах беше супа...","Разни",74882
"823a7e9998cb7c66ce0080e8316d163f","Един журналист отишъл във Ватикана при Папата за да му вземе интервю. След като Папата отговорил на всички въпроси, протегнал на журналиста ръка за да я целуне. Журналистът застанал на колене и видял брилянтеният пръстен на ръката на Папата. Журналиста: - Какъв великолепен и рядък пръстен! Папата (с тъга): - В комплект с пръстена имам и обици, но не ми разрешават да ги нося...","Разни",74894
"822a53e8b93c500d5fbd44346d38612c","Учителката: - Иванчо, кажи ми честно, кой ти е писал домашното? - Не знам, госпожо, бях заспал.","Ученически",74873
"81ae5a8725e4128faca8ad9d7f794387","Две приятелки си говорят: - Как мислиш, дали да преспя с него? - Ами ако ти харесва... - Да, но той е толкова срамежлив... - Успокой се, това по полов път не се предава...","Разни",74779
"81a76c490598277c073abb67cfc19bc4","- Защо си се оженил за толкова малка жена? - От всички злини търсех най-малката!","Младоженци",74762
"81a0c7dd079204f0b5f282333970e13f","- Докторе, какво да направя, за да живея дълго? - Трябва да купувате едни и същи консерванти, оцветители и т.н. Организмът трябва да свикне и да се адпатира.","Лекари",74756
"817f6127ebbff32e1b8c36c67e21eb4e","Едно джудже отива в един бар. Барът бил висок. Почнало да подскача и да вика: - Една фанта, една фанта. Никой не му обръща внимание. Отишло от другата страна на бара и от другата страна на бара видяло друго джудже, което подскачало и викало: - Портокал или лимон? Портокал или лимон?","Разни",74723
"81707c97b3a7c29e6064d55e9ffd5b17","Генко гледа как жена му чисти из къщи. По някое време става и отива при нея: - Скъпа, не мога да гледам как се мъчиш. Ще поизлеза...","Семейни",74707
"815c59518213b8b0214c3064d2234151","- Иванчо! На родителската среща учителя по физкултура се оплака, че дисциплината ти куца. Реагира ли на тази забележка? - Реагирах. Сега учителят куца!","Иванчо и Марийка",74693
"8135389ea4917fbb773224c4620bf103","""Скъпи доктор Кашпировски! След вашия първи сеанс започнах да се чувствам доста по-добре, след втория - започнах да ходя, а след третия изчезнаха петната по трупа ми и шевовете от аутопсията."" С уважение, Владимир Илич Улянов (Ленин)","Черен хумор",74653
"813337eb06efea4af450ed3921314a26","Прибира се мъж от работа, а жена му казва: - Не се събличай! Ходи да строшиш главата на съседа ни! Мъжът веднага кипнал и изскочил към съседа. Чува се звънен и после ругатни и плесници... След малко се връща и запъхтян пита: - Какво е станало? - Какво ли? Седя тук по цял незадоволена!","Мръсни",74650
"810d012dc2a8b8ec7cfd178d07ab0695","Събужда се програмист с новата си приятелка. Тя гo пита (нежно): - Ще се ожениш ли за мен? Той(раздразнено): - Всеки ден едни и същи въпроси! Виж в FAQ.(ЧЗВ)!","Програмисти",74624
"80cafff6e565d0dddf98326763f18a8c","Стои си един рибар на брега и лови риба. По едно време от водата се показва един крокодил: - Как е, кълве ли? - Не. - Ами що не влезеш да се изкъпеш тогава?","Животни",74574
"80c39115e62ca219911683a308f3f7de","Плуват две акули в океана. По едно време гледат сърфист. Едната се обажда замечтано:  - Ийййй, гледай, гледай, като в ресторанта - на чиния и със салфетка...","Разни",74568
"800b3d17939f46f8ff2fec0669df41d4","- Докторе, ябълковата диета, която ми предписахте срещу разхлабване не помаага... - Миете ли ябълките? - Разбира са. - Тогава престанете да ги миете!","Професионални",73972
"7yrt2F4QAaz","- Какво обичаш повече в мен: лицето или тялото? - жена пита мъжа си. - Душата. - Защо? - кокетливо пита жената. - Защото не се вижда.","Жени",19525
"7vRoSVZAKh","- Келнер! Донесете ми, моля, в мръсна чиния недопържени картофи, намирисващи наденички, поляти с горчиво масло и пожълтяла салата. - Извинете, но такава странна поръчка не може да донеса. - Защо не? А вчера как можахте!?","Келнери",40171
